track,artist,album,id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Ironic - 2015 Remaster,Alanis Morissette,Jagged Little Pill (2015 Remaster),1d6KS9GH06JAd19uiBy9IE,0.408,0.582,11,-8.305,1,0.0508,0.0,0.159,0.365,114.926,230000,5
Children,Robert Miles,Children (Dance Vault Mixes),4wtR6HB3XekEengMX17cpc,0.604,0.755,0,-10.761,1,0.0337,0.817,0.0625,0.387,137.064,243267,4
Vogue,Madonna,Celebration (double disc version),27QvYgBk0CHOVHthWnkuWt,0.737,0.88,6,-6.449,1,0.0433,0.00351,0.417,0.329,115.998,316813,4
Follow You Down - Edit,Gin Blossoms,Follow You Down,5f2wSctNJlAOUAaRxQAcoM,0.49,0.883,4,-8.736,0,0.0423,0.0,0.0635,0.684,155.832,227707,4
Justified & Ancient,The KLF,Solid State Logik 1,7E81YAfHOaSlnevLjKMghT,0.628,0.953,10,-4.989,0,0.0626,0.0132,0.427,0.515,111.134,228372,4
December,Collective Soul,Collective Soul,7GNLvWRG9itrCk0zarYKmQ,0.683,0.645,0,-5.707,1,0.0272,0.00432,0.18,0.366,121.995,285000,4
Just Another Day,Jon Secada,Jon Secada,5AoBNJQDXXEnIJGjJjZu3y,0.717,0.642,1,-10.727,1,0.0287,0.000249,0.043,0.732,105.894,327427,4
Mr. Vain - Original Radio Edit,Culture Beat,Mr. Vain,4ih3dyFZoeTdaeJW9mPbOI,0.703,0.997,9,-7.666,0,0.0399,0.0235,0.123,0.391,132.872,257467,4
Bed Of Roses,Bon Jovi,Keep The Faith,1zng9uqqXoPkmU05nsAlsw,0.309,0.596,5,-5.599,1,0.0293,0.0,0.21,0.161,164.587,394400,3
Buses and Trains - Radio Edit,Bachelor Girl,Waiting For The Day,7pQOXNPLCi0Pv5H4mPxUJf,0.463,0.701,2,-7.292,1,0.0339,0.0,0.191,0.741,167.773,221080,4
Black Velvet,Alannah Myles,Alannah Myles,1KU5EHSz04JhGg3rReGJ0N,0.754,0.366,8,-10.07,1,0.0312,9.04e-05,0.106,0.469,91.147,287440,4
Jump,Kris Kross,Totally Krossed Out,27AHAtAirQapVldIm4c9ZX,0.749,0.745,2,-10.625,1,0.164,0.00403,0.333,0.481,101.972,195107,4
Friday I'm in Love,The Cure,Wish,263aNAQCeFSWipk896byo6,0.526,0.762,0,-12.437,0,0.0342,0.000116,0.338,0.505,136.203,214400,4
Ordinary World,Duran Duran,Duran Duran,0wokCRaKD0zPNhMRXAgVsr,0.472,0.652,1,-10.171,0,0.0305,1.12e-05,0.14,0.401,140.124,340200,4
Say What You Want,Texas,White On Blonde,0oSS8NUmfgaX52yTuQWnen,0.633,0.841,4,-5.932,1,0.0702,0.0,0.396,0.803,95.888,233867,4
Better Off Alone,Alice Deejay,Who Needs Guitars Anyway?,0pMUR7Uvp6vxlbG0qBFvgM,0.671,0.88,8,-6.149,0,0.0552,0.691,0.285,0.782,136.953,214883,4
What I Got,Sublime,Sublime,3B4q6KbHbGV51HO3GznBFF,0.804,0.696,7,-7.47,1,0.0899,0.000985,0.314,0.657,95.721,170907,4
Wicked Game,Chris Isaak,Heart Shaped World,7w5AOd6HrDIHewHfpABEss,0.663,0.296,9,-18.09,1,0.0294,0.00837,0.0879,0.359,112.306,289067,4
Daughter (Remastered),Pearl Jam,Vs.,53eJFr4Mfbw5PXJ01K6cFw,0.615,0.702,7,-9.686,1,0.0278,0.00431,0.0608,0.734,96.99,234333,4
Crazy,Seal,Best 1991 - 2004,6Vz7vzOpCwKeSQlfViibuY,0.633,0.858,11,-7.42,0,0.0473,0.0112,0.0655,0.724,102.561,356520,4
Right Beside You,Sophie B. Hawkins,Whaler,5Q4djRRS0wxG1LazHHGnaq,0.603,0.885,9,-6.986,0,0.0465,0.00296,0.0634,0.528,124.964,286667,4
Virtual Insanity - Remastered,Jamiroquai,High Times: Singles 1992-2006,49TQfrsm60j5ZFKS59JOdU,0.662,0.949,6,-4.758,1,0.108,0.0,0.135,0.516,91.954,229360,4
Sweat (A La La La La Long),Inner Circle,Blazzin' Fire,1SssFw74DdHVjRa6ADggdD,0.787,0.728,0,-7.705,1,0.218,0.0,0.157,0.94,173.026,227067,4
Shiny Happy People,R.E.M.,Out Of Time (25th Anniversary Edition),1v2zyAJrChw5JnfafSkwkJ,0.452,0.909,9,-3.977,1,0.0366,0.0603,0.23,0.805,124.623,225787,4
Genie In a Bottle,Christina Aguilera,Christina Aguilera (Expanded Edition),11mwFrKvLXCbcVGNxffGyP,0.633,0.8,1,-6.945,1,0.166,0.000123,0.137,0.913,175.716,217573,4
Big Me,Foo Fighters,Foo Fighters,6pb5BBnIM5IM7R1cqag6rE,0.579,0.708,0,-10.419,1,0.0374,0.0,0.11,0.846,130.97,132840,4
Fading Like A Flower (Every Time You Leave),Roxette,Joyride (Deluxe Version),7qSd3WHSPUtmt6c36pwJaY,0.609,0.668,0,-5.738,1,0.026,0.0,0.219,0.319,105.419,230680,4
The Impression That I Get,The Mighty Mighty Bosstones,Let's Face It,1ru5R5iSawvuMELqKXxLjS,0.418,0.945,4,-5.406,1,0.118,0.0123,0.23,0.696,181.174,194760,4
"Love Is All Around - From ""Four Weddings And A Funeral""",Wet Wet Wet,Picture This (20th Anniversary Edition),0PCGfA36HrVPmsBZJ57zOU,0.523,0.689,10,-6.58,1,0.027,0.0,0.109,0.547,84.09,246240,4
Things Can Only Get Better,D:Ream,On Vol.1,5HmwYfynpGAjgrj4bp9eMy,0.671,0.74,10,-12.43,0,0.0389,0.0,0.196,0.102,125.0,258000,4
Place Your Hands,Reef,Glow,0Si5kJtH34NRIHDDovl2Qp,0.507,0.978,2,-4.521,1,0.0864,0.0,0.238,0.535,109.369,218427,4
I Don't Want to Wait,Paula Cole,This Fire,5MDQNJ7SZTytJwCbWKqJDL,0.41,0.468,11,-8.177,1,0.0553,1.19e-05,0.0426,0.475,177.508,320027,4
She's The One,Robbie Williams,I've Been Expecting You,4lO57zZGFcj7vSY4QhfVDq,0.243,0.609,10,-8.451,1,0.0323,1.13e-05,0.221,0.333,166.668,258027,4
Waiting for Tonight,Jennifer Lopez,On The 6,5yaCquc7koPqtgj7v0lwHX,0.695,0.945,10,-6.165,0,0.0418,0.0727,0.103,0.84,125.013,246427,4
About A Girl,Nirvana,MTV Unplugged In New York,48YkpE5enOln5c7jXSTuHL,0.606,0.769,3,-9.215,0,0.0713,1.64e-05,0.841,0.593,121.042,218000,4
Your Woman,White Town,Women In Technology,4ACxa9buEUnOdYEoPcnMpi,0.815,0.605,5,-9.118,0,0.0368,0.684,0.114,0.795,102.642,259893,4
Distant Sun,Crowded House,Together Alone,4oh6NKtMdiXIhgGGQBR09b,0.409,0.718,3,-7.967,1,0.0272,0.00014,0.122,0.647,111.462,229738,4
This Kiss,Faith Hill,Faith,5EYWGM3Ns3iYew8ws0FatB,0.398,0.804,11,-5.559,1,0.0451,0.0,0.181,0.709,186.752,194307,4
Where Do You Go,No Mercy,My Promise,37tzoWY1ubBQKGXiWdO5Qv,0.734,0.828,10,-11.018,0,0.0318,0.118,0.071,0.964,127.06,272093,4
What It's Like,Everlast,Whitey Ford Sings the Blues,6vUPPEN2V2lZ78b6DyEIjZ,0.679,0.557,0,-7.423,1,0.0281,0.0324,0.0866,0.405,85.152,303133,4
Easy,Faith No More,Angel Dust (Deluxe Edition),4Y3WqmBWmG23thvU9xEhMv,0.506,0.554,10,-6.743,0,0.0339,0.000355,0.112,0.375,124.724,186960,4
Hold My Hand,Hootie & The Blowfish,Cracked Rear View,4WnYuVFXe6Si4fZqkxbnvS,0.22,0.769,11,-5.125,1,0.054,0.0,0.0985,0.495,170.773,258333,4
Who Do You Think You Are,Spice Girls,Spice,1jI1aLmm5HTwiMtvsbwDJw,0.727,0.83,6,-6.658,0,0.0376,0.00356,0.73,0.899,118.002,240707,4
Sunny Came Home,Shawn Colvin,A Few Small Repairs,4mOxpj82q6n3EO7HBZCelX,0.558,0.579,11,-8.05,0,0.0324,0.00831,0.0989,0.403,167.812,264200,4
If Ya Gettin' Down,Five,Invincible,7xsGigtC4VOaPYEtylRGuK,0.821,0.883,11,-5.345,1,0.0455,0.0,0.303,0.907,110.782,180493,4
Hey Boy Hey Girl,The Chemical Brothers,Surrender,7kXmJwrZGIhDaLT9sNo3ut,0.632,0.92,2,-4.976,1,0.0531,0.508,0.114,0.363,127.001,290493,4
Lullaby,Shawn Mullins,The Essential Shawn Mullins,5sMUwUR3JI2woCOrNbizUt,0.509,0.833,7,-5.337,1,0.0597,0.00257,0.207,0.569,79.935,330667,4
Remember the Time,Michael Jackson,Dangerous,4jnFqNWeJCeCRHc4HCdxfd,0.831,0.921,5,-2.383,0,0.0582,0.00224,0.305,0.795,108.002,239227,4
Fly Away,Lenny Kravitz,5,1OxcIUqVmVYxT6427tbhDW,0.587,0.872,7,-5.066,1,0.0484,0.0,0.622,0.735,159.925,221333,4
Turn Back Time,Aqua,Aquarium,365NsLW6lNgJqfzNv7xlXt,0.679,0.728,8,-10.126,1,0.0277,5.67e-06,0.069,0.547,103.99,249093,4
"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,Who Loves You,1hQFF33xi8ruavZNyovtUN,0.737,0.495,1,-13.489,1,0.027,9.12e-06,0.0542,0.967,104.409,197147,4
The Power of Love,Céline Dion,The Colour Of My Love,5kK1Iru9ogP3Iy1zsANU1n,0.546,0.519,8,-9.072,1,0.0291,0.00046,0.24,0.247,140.054,342400,4
Violent,stellar*,Mix,2czQWTvtwkVgUh19pn4Bhs,0.667,0.871,5,-4.917,1,0.0521,2.99e-05,0.238,0.558,125.056,209533,4
All The Small Things,blink-182,Enema Of The State,2m1hi0nfMR9vdGC8UcrnwU,0.434,0.897,0,-4.918,1,0.0488,0.0,0.612,0.684,148.726,167067,4
Steal My Sunshine,LEN,You Can't Stop The Bum Rush,4agp6oHofabdUedr0B1krj,0.412,0.829,4,-11.112,1,0.529,0.0,0.108,0.677,191.476,265533,4
I Try,Macy Gray,On How Life Is,5TAf4lnZCZTLlZHNZMLFLi,0.593,0.642,2,-7.284,1,0.0299,0.000582,0.0804,0.736,76.403,239440,4
She's so High,Tal Bachman,Tal Bachman,7mnGQesk1TzQLzQ9bYWZPR,0.537,0.84,9,-4.626,1,0.0363,2.15e-06,0.0998,0.211,124.269,224693,4
I Want You,Savage Garden,Savage Garden,3XorCFmcupSm5QS6hA9g4N,0.628,0.871,7,-6.44,1,0.0363,1.64e-06,0.392,0.615,106.101,232067,4
I Don't Care,Shakespears Sister,Hormonally Yours (Remastered and Expanded),1t3ZMSjvX0mLzMgRsOhryW,0.471,0.868,7,-4.414,1,0.135,0.000703,0.168,0.492,205.666,256440,4
People Everyday,Arrested Development,"3 Years, 5 Months And 2 Days In The Life Of...",6JvodgYcsthsORxPsEYUoe,0.839,0.508,1,-12.359,1,0.219,3.06e-05,0.0928,0.874,80.014,206893,4
Smooth (feat. Rob Thomas) - Chris Staropoli Club Mix,Santana,Ceremony - Remixes & Rarities,4qUfTdPwpeTKwck2ptbj4h,0.711,0.957,9,-4.33,0,0.0714,0.000518,0.327,0.731,128.999,233400,4
Thought I'd Died And Gone To Heaven,Bryan Adams,Waking Up The Neighbours,68Qv4S2uJ0nLvdtWPrlOVt,0.44,0.738,4,-8.193,1,0.0295,0.0,0.0988,0.535,174.376,348400,4
Walk On the Ocean,Toad The Wet Sprocket,fear,2JAECj9kBYQHb8AqJ2rsxt,0.395,0.502,6,-8.328,1,0.0309,5.79e-06,0.332,0.323,183.237,178376,3
Silent Lucidity - Remastered 2003,Queensrÿche,Empire - 20th Anniversary Edition,6OSyCAmXT4Gkd3OQ2aPOaF,0.462,0.628,7,-5.659,1,0.0274,0.00025,0.12,0.0981,140.049,347760,4
The Most Beautiful Girl In the World,Prince,The Gold Experience,0aPaGIX2QIMAH5SMp0VEMe,0.489,0.693,6,-4.952,1,0.0427,5.63e-06,0.304,0.453,185.758,265320,4
Games People Play,Inner Circle,Blazzin' Fire,1VkNLfYxoS7Uc80xvt1xBK,0.73,0.892,9,-5.298,1,0.17,0.0,0.323,0.952,170.594,208230,4
Wind Of Change,Scorpions,Crazy World,3ovjw5HZZv43SxTwApooCM,0.452,0.524,0,-10.108,1,0.0351,0.0,0.103,0.246,151.505,312360,4
Give It Up,Cut 'N' Move,"Peace, Love & Harmony",1Hh5gDiXZGhtKfHzJYYhSJ,0.698,0.92,5,-8.507,0,0.0361,0.00222,0.0665,0.76,119.965,265200,4
Cats In The Cradle,Ugly Kid Joe,America's Least Wanted,5x9RZg7HfXGY3JayXL3seF,0.511,0.517,8,-9.653,1,0.0328,0.0,0.074,0.433,75.67,241893,4
Babylon,David Gray,White Ladder,5jLqVCGlKNYrLqCA1Qy4FV,0.737,0.543,8,-10.403,1,0.0374,0.01,0.103,0.256,112.016,265667,4
Push,Matchbox Twenty,Yourself or Someone Like You,2KVwlelhxKUy8LVV6JypH3,0.42,0.672,6,-7.902,1,0.027,0.0,0.108,0.476,168.019,238667,4
Walking on Broken Glass,Annie Lennox,Diva,4CcSw8wQAHYf4XNckayPoc,0.749,0.562,0,-8.45,1,0.0281,1.1e-06,0.105,0.807,115.008,253296,4
Life of Riley,The Lightning Seeds,Life of Riley,2hUESRbj0NhdOsM66UqJTv,0.519,0.969,0,-2.779,1,0.0643,0.000944,0.161,0.881,121.859,239849,4
Counting Blue Cars (Tell Me Your Thoughts On God),Dishwalla,Pet Your Friends,6B618H5CuCdEzcVs0NKTlt,0.454,0.79,11,-4.361,0,0.0285,3.09e-05,0.225,0.362,100.225,291907,4
Shy Guy,Diana King,Tougher Than Love,3ldG6XCLDXxWg1N6XhrSKo,0.714,0.825,11,-5.447,0,0.0751,0.000569,0.049,0.751,94.074,258560,4
Strong,Robbie Williams,I've Been Expecting You,5IvhE3L0nR3dxrrmRLHdpp,0.383,0.864,3,-6.594,1,0.0564,0.0,0.204,0.604,172.456,279293,4
Connected,Stereo MC's,Connected,5t09SnxOR2AelOghumKkXO,0.647,0.798,1,-12.142,0,0.0366,0.00235,0.0723,0.709,100.631,314133,4
All Star,Smash Mouth,Astro Lounge,3cfOd4CMv2snFaKAnMdnvK,0.731,0.867,11,-5.881,1,0.032,0.0,0.0861,0.776,104.019,200373,4
Somebody to Love,George Michael,Ladies & Gentlemen,1kn8Jj0i9IwyO3yDgDyUSR,0.333,0.863,7,-6.918,1,0.0515,0.0,0.972,0.384,110.162,318867,1
Movin' Up,Dreamworld,Heaven Sent,3Fh9ulCvZ1Ez4PEy4fMdO3,0.654,0.885,4,-7.38,1,0.0357,0.00734,0.324,0.963,136.066,219867,4
Tip Of My Tongue,Diesel,Hepfidelity,3Xl4KM5C1yivck4CBsy05L,0.658,0.67,4,-10.092,1,0.0315,0.0235,0.0867,0.846,97.93,254640,4
Santeria,Sublime,Sublime,2hnMS47jN0etwvFPzYk11f,0.682,0.765,1,-5.021,0,0.0395,3.42e-05,0.188,0.567,90.807,182747,4
Why Does It Always Rain On Me?,Travis,The Man Who,5MmWgG5KgiqSxkOZdVXRQA,0.497,0.537,4,-9.264,1,0.0269,0.000139,0.0782,0.371,108.448,265000,4
Strong Enough,Sheryl Crow,Tuesday Night Music Club,25IRjWUZ60n7KXxcB4DiX9,0.58,0.265,2,-15.267,1,0.0317,0.00019,0.11,0.583,154.595,189827,3
Who Loves Who The Most,The Exponents,Something Beginning With C,6YyBBuCxcnnRR7XNDVM7zO,0.617,0.688,2,-9.228,1,0.0469,0.000157,0.0827,0.63,112.446,255867,4
The Globe,Big Audio Dynamite,The Globe,26UgQ719aQ39QAHytxPuVJ,0.917,0.603,2,-9.541,1,0.13,0.0,0.0489,0.696,113.951,364640,4
Mysterious Ways,U2,Achtung Baby (Deluxe Edition),50JK22El2PTIzZBU2liLDI,0.674,0.659,8,-8.049,1,0.0277,0.00765,0.108,0.697,99.768,243587,4
Dreams,The Cranberries,"Everybody Else Is Doing It, So Why Can't We?",4JGKZS7h4Qa16gOU3oNETV,0.551,0.643,4,-13.091,1,0.0353,0.00385,0.421,0.514,128.661,271560,4
Scar Tissue,Red Hot Chili Peppers,Californication (Deluxe Edition),1G391cbiT3v3Cywg8T7DM1,0.595,0.717,0,-4.803,1,0.0295,0.00274,0.108,0.547,88.969,215907,4
Independent Love Song,Michael Convertino,Bed of Roses (Michael Goldenberg's Original Motion Picture Soundtrack),5s3exETBisar0zNueqmDKw,0.45,0.285,10,-11.732,0,0.0281,0.0,0.0864,0.288,79.017,230693,4
Man On The Moon,R.E.M.,Automatic For The People,4jLv3tDBu8ww2R07DvL12s,0.667,0.699,7,-7.574,1,0.026,0.000442,0.201,0.655,118.567,314173,4
I Love You Always Forever,Donna Lewis,Now in a Minute,1PEqh7awkpuepLBSq8ZwqD,0.744,0.453,5,-11.977,1,0.0348,0.421,0.0898,0.122,103.773,239960,4
Glorafilia,Zed,Silencer,6mWMW5bkrrB8qXtIE3QsRn,0.357,0.7,0,-3.862,1,0.036,0.0,0.148,0.626,203.666,200667,4
Missing - 2013 Remaster,Everything But The Girl,Amplified Heart (Deluxe Edition),79WrmdVsLbwRTUCiH7cPsa,0.677,0.484,9,-10.506,0,0.0324,4.75e-05,0.135,0.697,123.534,247200,4
One Week,Barenaked Ladies,Stunt (20th Anniversary Edition),29hBRadFZf9QTGRHZmxm65,0.702,0.898,9,-6.003,1,0.0373,0.000154,0.0917,0.731,112.845,169760,4
I Want It That Way,Backstreet Boys,Millennium,47BBI51FKFwOMlIiX6m8ya,0.689,0.694,6,-5.83,0,0.027,0.0,0.148,0.482,99.039,213307,4
One Headlight,The Wallflowers,Bringing Down The Horse,0z1b34WikhOH9ZxU8QDWcv,0.701,0.539,2,-8.968,1,0.0277,0.005,0.0589,0.752,107.531,312627,4
Sleeping Satellite,Tasmin Archer,Great Expectations,3WSyYBhLZRLbQo2tJgFvSR,0.6,0.824,5,-9.864,0,0.027,0.000225,0.258,0.749,96.075,281853,4
Hedonism (Just Because You Feel Good),Skunk Anansie,Stoosh,2qRZm3cGCUPK40j3g0G5cN,0.563,0.536,10,-9.488,1,0.0286,0.000105,0.164,0.312,81.094,207360,4
Head over Feet - 2015 Remaster,Alanis Morissette,Jagged Little Pill (2015 Remaster),735rjks7kQgWCjTQlIHMuH,0.482,0.808,0,-7.176,1,0.065,0.0,0.202,0.438,79.599,267293,4
Song 2 - 2012 Remaster,Blur,Blur (Special Edition),1FTSo4v6BOZH9QxKc3MbVM,0.674,0.789,8,-6.903,1,0.0676,0.0071,0.0754,0.918,129.804,121160,4
Lay Your Love On Me,Roachford,Permanent Shade Of Blue,0c5sO5rd6p9np2qYPk8EiQ,0.8,0.393,10,-12.245,1,0.0359,0.000243,0.0825,0.697,105.036,246093,4
Believe,Lenny Kravitz,Are You Gonna Go My Way,6x9t21Gl6bRhOrgigur7wK,0.432,0.437,9,-10.677,0,0.0272,0.0805,0.0795,0.173,157.763,294693,4
Hard To Handle,The Black Crowes,Shake Your Money Maker,05NYcsjJwOYq4jIiKPVj9p,0.599,0.79,4,-3.58,1,0.043,0.00181,0.312,0.961,103.783,188067,4
"Baby, I Love Your Way",Big Mountain,The Best of Big Mountain,1Rvl8qsKJurfFTyWLBI9ib,0.651,0.747,1,-7.269,0,0.0699,0.0,0.207,0.776,147.518,249520,4
Keep The Faith,Bon Jovi,Keep The Faith,5EWtBjCLy21d1hY9zdaEe8,0.569,0.968,5,-3.72,0,0.0487,0.00153,0.0814,0.568,117.783,346533,4
Closer to Free,Bodeans,Go Slow Down,0xw22cJECqEQ8RlH0H4sHr,0.497,0.943,7,-4.792,1,0.0412,0.000698,0.731,0.702,98.155,188600,4
Spending My Time,Roxette,Joyride (Deluxe Version),47PQWnMc01EmIH0PD2UuGb,0.42,0.574,4,-5.149,1,0.0292,0.000115,0.127,0.218,170.549,275667,4
Good Riddance (Time of Your Life),Green Day,Nimrod,6ORqU0bHbVCRjXm9AjyHyZ,0.475,0.432,7,-7.844,1,0.0302,0.0,0.161,0.648,94.605,153467,4
Be My Lover,La Bouche,Sweet Dreams,7FoUzKTSQp25oe32pY9z5p,0.669,0.941,1,-5.765,0,0.0313,4.3e-06,0.886,0.841,134.809,240267,4
Long Day,Matchbox Twenty,Yourself or Someone Like You,4r7im8h2DTRPvl25YfNyIT,0.458,0.822,8,-6.613,0,0.0431,0.0,0.15,0.6,104.103,225667,4
Come on over Baby (All I Want Is You) - Radio Version,Christina Aguilera,Christina Aguilera (Expanded Edition),7A0apkTSTvMbSI7yplcmlh,0.829,0.915,8,-3.205,1,0.106,1.25e-05,0.246,0.779,118.903,203333,4
I Want You to Want Me,Letters To Cleo,When Did We Do That?,3DcPLPvsZPcFcYfMPMfh4e,0.489,0.755,5,-5.092,1,0.0708,2.29e-05,0.0812,0.624,104.239,206216,4
100% Pure Love,Crystal Waters,The Best Of Crystal Waters,0dfQwyoZoS9LgQiU6AJO7f,0.811,0.725,8,-7.203,1,0.0491,0.0059,0.0567,0.698,120.242,278627,4
Bring It All Back,S Club 7,S Club,3v0uXfyMEZ1lGvBOv1Y4ar,0.679,0.903,4,-4.914,1,0.0463,0.0,0.372,0.872,108.114,213600,4
A Girl Like You,Edwyn Collins,Gorgeous George,6XOINCZBv8Q7RXgNNiTwIN,0.619,0.781,5,-7.455,0,0.0393,0.000286,0.402,0.533,126.267,236583,4
Karaoke - Stay (I Missed You),The Karaoke Channel,Karaoke - Female Alternative - Vol.4,73QZwkXJa4BXj0Lbh82jxA,0.64,0.415,1,-11.656,1,0.045,0.0651,0.101,0.299,155.921,186096,4
In The Midnight Hour,The Commitments,The Commitments,4Pxy5m2m8CIzMAJhMg0feO,0.629,0.699,8,-9.575,1,0.0364,8.15e-06,0.158,0.893,118.704,143240,4
Mouth,Merril Bainbridge,The Garden,11Ki2bHWXTEug0DAfKcDDD,0.695,0.499,1,-9.201,1,0.218,5.85e-05,0.154,0.78,175.896,205733,4
Another Night,Real McCoy,Another Night,3pEuO9J2MTEmec8kUfYYvl,0.813,0.882,7,-7.575,1,0.0402,0.00457,0.147,0.874,125.983,236933,4
Learning To Fly,Tom Petty and the Heartbreakers,Into The Great Wide Open,17S4XrLvF5jlGvGCJHgF51,0.651,0.766,0,-9.935,1,0.0299,0.00103,0.362,0.949,116.74,242107,4
Viva Forever,Spice Girls,Spiceworld,6BPDPcnbDMDf58srVzbfX9,0.473,0.698,6,-8.133,1,0.0349,0.231,0.136,0.21,168.817,310667,4
Stupid Girl,Garbage,Garbage (20th Anniversary Deluxe Edition/Remastered),3fNf71Ktya4CYMqGM6eRud,0.634,0.756,1,-4.81,0,0.0332,0.000441,0.0427,0.661,119.948,258533,4
Kiss Me,Sixpence None The Richer,Sixpence None the Richer,754kgU5rWscRTfvlsuEwFp,0.526,0.749,3,-6.964,1,0.0283,1.76e-06,0.0692,0.421,99.982,208680,4
One,U2,Achtung Baby (Deluxe Edition),3G69vJMWsX6ZohTykad2AU,0.392,0.534,0,-8.793,1,0.0369,0.00104,0.155,0.325,181.305,276187,4
If You Had My Love,Jennifer Lopez,On The 6,3x4yV0hW5Ve3TKhFkXSqFn,0.68,0.625,11,-7.0,0,0.0353,5.81e-05,0.109,0.814,94.02,266000,4
If You Tolerate This Your Children Will Be Next,Manic Street Preachers,This Is My Truth Tell Me Yours,2r7y4HANK7b9KVZfz0g4Uq,0.219,0.8,0,-6.143,1,0.0402,0.0179,0.0863,0.261,96.145,290946,4
Sitting Inside My Head,Supergroove,Traction,59rgy4OQ0G4yJMIIUNOrAj,0.607,0.786,1,-9.137,1,0.0537,0.000456,0.0958,0.709,94.044,209733,4
You Were Meant For Me,Jewel,Pieces Of You,7y7aSSTiQfO0Ace4F7yxzE,0.582,0.33,6,-7.928,1,0.0347,1.48e-06,0.105,0.407,111.873,254480,4
I Can See Clearly Now,Jimmy Cliff,We All Are One: The Best Of Jimmy Cliff,7aJZxI6TVdIvQSuWxQ4rqp,0.799,0.662,7,-8.585,1,0.0347,0.000505,0.0484,0.717,120.082,196000,4
No Matter What,Boyzone,Where We Belong,5KVPav34JaKkXwBTJHnPgo,0.704,0.417,7,-9.41,1,0.0243,2.13e-06,0.137,0.532,92.726,274267,4
The Man Who Sold The World,Nirvana,MTV Unplugged In New York,15VRO9CQwMpbqUYA7e6Hwg,0.483,0.753,1,-8.937,0,0.0832,0.000142,0.257,0.42,115.102,261093,4
No Regrets,Robbie Williams,I've Been Expecting You,2h4Lh23FF8OQ8uGBnOdepy,0.481,0.763,5,-6.81,0,0.033,0.0,0.372,0.527,101.808,310600,4
Truly Madly Deeply,Savage Garden,Savage Garden,013AWvizllIUEC2FOBzOnh,0.555,0.698,0,-8.874,1,0.0287,0.0,0.0851,0.816,168.12,277267,4
Otherside,Red Hot Chili Peppers,Californication (Deluxe Edition),64BbK9SFKH2jk86U3dGj2P,0.458,0.795,0,-3.265,1,0.0574,0.000202,0.0756,0.513,123.229,255373,4
Search for the Hero,M People,Bizarre Fruit ( + Mixes),2e7mdvtdepwNHdEd0Y88My,0.637,0.727,3,-8.737,1,0.0394,0.000111,0.0537,0.868,100.0,249507,4
It Must Be Love,Madness,7,3q2gRjU2UdOYRDY1p4cNHr,0.536,0.606,7,-5.364,1,0.0355,1.08e-05,0.255,0.719,146.425,206267,4
Last Kiss,Pearl Jam,Last Kiss,0QnONzv3TvHAWk294h6DaQ,0.622,0.692,7,-6.97,1,0.0276,0.000158,0.193,0.774,112.053,195467,4
They Don't Care About Us,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",3wuCCNCnBhJlwkIJTBZFiv,0.859,0.905,0,-5.539,0,0.129,0.00837,0.322,0.731,89.946,284160,4
Lay Down Your Guns,Jimmy Barnes,Hindsight,6nm7eu5Jp87h0N1kcbk3ps,0.565,0.917,2,-3.949,1,0.033,6.14e-06,0.0738,0.485,131.998,213400,4
Groove Is in the Heart,Deee-Lite,Rhino Hi-Five: Deee-Lite,2UVLuddklEVak5PXgC7baA,0.694,0.881,1,-4.053,0,0.0701,0.0196,0.0851,0.924,121.554,231787,4
Should I Stay or Should I Go - Remastered,The Clash,Combat Rock (Remastered),39shmbIHICJ2Wxnk1fPSdz,0.743,0.836,2,-6.465,1,0.116,0.0,0.384,0.82,113.375,188987,4
It's Like That,Run–D.M.C.,RUN-DMC (Expanded Edition),2J6QnTjHIWwXErNWyF0RUC,0.964,0.889,11,-5.169,1,0.147,0.0,0.166,0.552,121.144,290280,4
Jumper - 1998 Edit,Third Eye Blind,Third Eye Blind,3354J49VpkbZJho7Ztdzpw,0.599,0.543,0,-9.226,1,0.0302,0.00204,0.291,0.624,91.105,272973,4
The World I Know,Collective Soul,Collective Soul,1HSVpIU0XU1WuwiBLBWAZd,0.514,0.704,2,-4.724,1,0.0261,0.00214,0.228,0.386,76.972,255467,4
Let's Talk About Sex,Salt-N-Pepa,Blacks' Magic,6hTBP6QLwJdxbKyLlLXrGo,0.863,0.543,6,-13.497,1,0.13,0.0,0.241,0.799,106.929,213267,4
Come Undone,Duran Duran,Duran Duran,0yfNXxlyXdmP0ue1iJijx1,0.542,0.793,8,-8.203,1,0.053,3.95e-06,0.0814,0.708,173.931,256520,4
The Show Must Go On,Queen,Innuendo,3m86qx7aIeqFcYcQ1UXUvP,0.421,0.517,11,-11.49,0,0.035,1.82e-06,0.136,0.109,84.011,272107,4
When the Lights Go Out - Radio Edit,Five,5ive,37giHQffMdB94OqVy4ZBd8,0.854,0.827,5,-6.424,1,0.0335,0.0,0.123,0.961,104.001,249600,4
Torn,Natalie Imbruglia,Left Of The Middle,1Jaah2tmN9Hv81A87KZ1MU,0.575,0.886,5,-5.182,1,0.034,0.000187,0.709,0.609,96.31,244667,4
